Year,Subject,delivery_mode,Students,pass_rate,fail_rate,withdraw_rate
2021,AAS,Lecture + Discussion,63,0.9526209677419355,0.047379032258064516,0.0
2021,AAS,Online,91,0.9207987711213518,0.07920122887864824,0.0
2021,AAS,Other,545,0.9576195998459867,0.04238040015401335,0.0
2021,ABE,Lecture,93,0.978494623655914,0.02150537634408602,0.0
2021,ABE,Lecture + Discussion,56,1.0,0.0,0.029411764705882353
2021,ABE,Online,29,1.0,0.0,0.0
2021,ABE,Other,280,0.9706851119894598,0.029314888010540188,0.007575757575757576
2021,ACCY,Lecture + Discussion,2223,0.9774122727925045,0.022587727207495453,0.004713715404799635
2021,ACCY,Online,8554,0.9798949126856796,0.020105087314320348,0.0029619540128361277
2021,ACCY,Other,3606,0.970600085461864,0.029399914538135983,0.0008650621209719282
2021,ACE,Lecture,507,0.9209051837492204,0.07909481625077955,0.004865165415624132
2021,ACE,Lecture + Discussion,993,0.9246247361736918,0.07537526382630819,0.004616713504087492
2021,ACE,Online,2860,0.9395343694405818,0.060465630559418206,0.002623343511447802
2021,ACE,Other,1905,0.9358877426594868,0.06411225734051319,0.0014555492816362384
2021,ACES,Lecture + Discussion,48,0.9375,0.0625,0.0
2021,ACES,Online,97,0.8922969187675069,0.107703081232493,0.021428571428571425
2021,ACES,Other,296,0.9630867436652045,0.036913256334795565,0.0
2021,ADV,Lab,55,0.8921957671957672,0.1078042328042328,0.0
2021,ADV,Lecture,118,0.9916666666666667,0.008333333333333333,0.0
2021,ADV,Lecture + Discussion,1055,0.9588846413408113,0.04111535865918871,0.0010526315789473684
2021,ADV,Online,1786,0.9643587530727094,0.035641246927290655,0.00106596549825004
2021,ADV,Other,359,0.9726057418365109,0.027394258163488932,0.0
2021,AE,Lecture,224,0.9881302521008404,0.011869747899159663,0.0
2021,AE,Lecture + Discussion,1168,0.9478916906061874,0.05210830939381255,0.0018063929562637572
2021,AE,Online,402,0.9354625119905254,0.06453748800947443,0.0
2021,AE,Other,653,0.9377584629558839,0.06224153704411602,0.0
2021,AFRO,Lecture,113,0.8849557522123894,0.11504424778761062,0.008849557522123894
2021,AFRO,Lecture + Discussion,109,0.9545833333333333,0.04541666666666667,0.029166666666666667
2021,AFRO,Online,446,0.9166411051063003,0.08335889489369964,0.006837606837606837
2021,AFRO,Other,255,0.8823310597448528,0.11766894025514717,0.0
2021,AFST,Online,61,0.8632897603485838,0.13671023965141613,0.0
2021,AGCM,Online,66,0.9722222222222222,0.027777777777777776,0.0
2021,AGCM,Other,25,0.88,0.12,0.0
2021,AHS,Lecture,48,0.9583333333333334,0.041666666666666664,0.0
2021,AHS,Online,92,0.914072039072039,0.08592796092796091,0.0
2021,AIS,Online,124,0.939503105590062,0.060496894409937885,0.009523809523809523
2021,AIS,Other,93,1.0,0.0,0.0
2021,ALEC,Lecture + Discussion,71,0.9891304347826086,0.010869565217391304,0.0
2021,ALEC,Online,27,0.9629629629629629,0.037037037037037035,0.0
2021,ANSC,Lecture,264,0.9902325138174195,0.009767486182580522,0.0047169811320754715
2021,ANSC,Lecture + Discussion,335,0.9646735431066042,0.03532645689339571,0.009834651563974872
2021,ANSC,Online,1930,0.9214374609938731,0.07856253900612681,0.007603643979979101
2021,ANSC,Other,2216,0.9219895473912235,0.07801045260877651,0.002529164980829624
2021,ANTH,Lecture + Discussion,99,0.9506172839506174,0.04938271604938271,0.018575851393188854
2021,ANTH,Online,5146,0.9403641482674722,0.05963585173252781,0.006154860327515639
2021,ANTH,Other,1293,0.9348489655150176,0.06515103448498234,0.00130718954248366
2021,ARAB,Online,61,0.7523809523809524,0.24761904761904763,0.0
2021,ARCH,Lecture,22,0.9090909090909091,0.09090909090909091,0.0
2021,ARCH,Online,312,0.989889774567194,0.010110225432806078,0.0
2021,ARCH,Other,1382,0.9252460236802361,0.07475397631976384,0.0022521174977371216
2021,ART,Online,51,0.94,0.06,0.019230769230769232
2021,ART,Other,41,1.0,0.0,0.0
2021,ARTD,Online,83,0.9329196217494089,0.06708037825059102,0.010638297872340425
2021,ARTD,Other,573,0.9448724282468125,0.05512757175318751,0.0
2021,ARTE,Other,171,0.9122807017543859,0.08771929824561403,0.0
2021,ARTF,Other,185,0.8972972972972973,0.10270270270270271,0.005405405405405406
2021,ARTH,Other,502,0.9383211237340404,0.06167887626595957,0.003289473684210526
2021,ARTJ,Other,109,0.9597069597069597,0.04029304029304029,0.0
2021,ARTS,Online,88,0.9885057471264368,0.011494252873563218,0.0
2021,ASRM,Lecture + Discussion,113,0.9274410774410775,0.07255892255892256,0.015151515151515152
2021,ASRM,Online,447,0.9716138204472304,0.02838617955276952,0.0
2021,ASTR,Lecture,574,0.9216368471489854,0.07836315285101458,0.02039927596461408
2021,ASTR,Online,1305,0.888869330845858,0.11113066915414206,0.0062515589922673975
2021,ASTR,Other,649,0.8925383894540296,0.10746161054597037,0.0
2021,ATMS,Lecture,21,0.9523809523809523,0.047619047619047616,0.0
2021,ATMS,Online,228,0.9148866033755274,0.08511339662447258,0.01625131856540084
2021,ATMS,Other,1545,0.9094495366852489,0.09055046331475111,0.0030876645783478084
2021,BADM,Lecture,1359,0.9909012884993602,0.00909871150063966,0.0017660130209348562
2021,BADM,Lecture + Discussion,4401,0.9931397236265317,0.006860276373468287,0.0010558103210986187
2021,BADM,Online,21223,0.9817978371717198,0.018202162828280112,0.001128762308981769
2021,BADM,Other,1517,0.971597909409882,0.028402090590118046,0.0
2021,BCOG,Lecture + Discussion,100,0.9497920380273323,0.05020796197266786,0.020202020202020204
2021,BCS,Lecture,40,0.925,0.075,0.0
2021,BDI,Lecture + Discussion,28,1.0,0.0,0.0
2021,BDI,Other,46,0.9565217391304348,0.043478260869565216,0.0
2021,BIOC,Lecture,25,1.0,0.0,0.0
2021,BIOC,Other,75,0.9772727272727273,0.022727272727272728,0.0
2021,BIOE,Lab,24,0.875,0.125,0.0
2021,BIOE,Lecture,446,0.9819873271889401,0.01801267281105991,0.0
2021,BIOE,Lecture + Discussion,340,0.9967637540453075,0.0032362459546925564,0.0017543859649122807
2021,BIOE,Online,721,0.9822387122236177,0.017761287776382303,0.0018115942028985507
2021,BIOE,Other,21,1.0,0.0,0.0
2021,BIOP,Other,48,1.0,0.0,0.0
2021,BTW,Lecture + Discussion,359,0.9660870153397327,0.033912984660267265,0.002976190476190476
2021,BTW,Online,383,0.9711399711399711,0.028860028860028857,0.0
2021,BUS,Lecture + Discussion,1373,0.9862586527909756,0.013741347209024554,0.0020869565217391307
2021,BUS,Online,487,0.9862264150943396,0.013773584905660377,0.0
2021,CEE,Lecture,253,0.969867740080506,0.030132259919493965,0.0
2021,CEE,Lecture + Discussion,1420,0.9685148899157298,0.03148511008427025,0.003083130789136376
2021,CEE,Online,1013,0.946391530240326,0.053608469759674086,0.0
2021,CEE,Other,23,0.9565217391304348,0.043478260869565216,0.0
2021,CHBE,Lecture,608,0.9827342722912343,0.017265727708765683,0.0007122507122507122
2021,CHBE,Lecture + Discussion,170,0.9263764404609475,0.07362355953905249,0.010101010101010102
2021,CHBE,Other,971,0.9551896458903212,0.04481035410967886,0.0
2021,CHEM,Lecture,729,0.9456111827059716,0.054388817294028474,0.0029627669366715757
2021,CHEM,Online,919,0.8085073980315903,0.19149260196840964,0.028022097090599205
2021,CHEM,Other,14454,0.9180718716136883,0.08192812838631167,0.006503804634637454
2021,CHIN,Other,21,1.0,0.0,0.0
2021,CHLH,Lecture,840,0.9674741748062846,0.03252582519371527,0.0057883806088429805
2021,CHLH,Lecture + Discussion,998,0.9602983242715274,0.03970167572847267,0.0005411255411255411
2021,CHLH,Online,3839,0.9264710509180449,0.07352894908195501,0.003834908710132066
2021,CHLH,Other,2208,0.9383333392272214,0.06166666077277864,0.0
2021,CHP,Online,23,0.9565217391304348,0.043478260869565216,0.0
2021,CHP,Other,95,1.0,0.0,0.0
2021,CI,Lecture,133,0.9768741956241956,0.023125804375804374,0.01509009009009009
2021,CI,Lecture + Discussion,498,0.9928815093288778,0.007118490671122249,0.0040427154843630814
2021,CI,Online,747,0.9928617040686006,0.00713829593139938,0.004669651336318003
2021,CI,Other,134,1.0,0.0,0.0
2021,CLCV,Lecture,108,0.9115800488315312,0.08841995116846878,0.0
2021,CLCV,Lecture + Discussion,29,0.9655172413793104,0.034482758620689655,0.0
2021,CLCV,Online,413,0.8750049082021834,0.12499509179781672,0.0
2021,CLCV,Other,1987,0.9441298113507958,0.055870188649204316,0.002803936520411616
2021,CMN,Lecture,555,0.8952096972235403,0.10479030277645976,0.02139760154290106
2021,CMN,Lecture + Discussion,1225,0.9450213877074748,0.054978612292525146,0.002737142961501936
2021,CMN,Online,1820,0.9269109403954762,0.07308905960452378,0.0014240145819093188
2021,CMN,Other,909,0.9249459986089423,0.07505400139105771,0.0
2021,CPSC,Lecture,227,0.9621656727207012,0.037834327279298814,0.0
2021,CPSC,Lecture + Discussion,23,1.0,0.0,0.0
2021,CPSC,Online,249,0.9401837928153718,0.05981620718462823,0.0
2021,CPSC,Other,804,0.9110342790453114,0.08896572095468866,0.00038022813688212925
